Averaged TEY data for P950-Hf15x1
Time(s)	MeanTEY	Std
4.555801e+01	1.880362e-06	1.490795e-08
4.566728e+01	1.846968e-06	7.298149e-09
4.577560e+01	1.856836e-06	1.185751e-08
4.588583e+01	1.841285e-06	1.905631e-08
4.599406e+01	1.894399e-06	1.453822e-08
4.610144e+01	1.867837e-06	8.449775e-09
4.620793e+01	1.844319e-06	1.829903e-08
4.631692e+01	1.870503e-06	2.476628e-08
4.642744e+01	1.878823e-06	1.620455e-08
4.653749e+01	1.856455e-06	9.201502e-09
4.664506e+01	1.866702e-06	1.338146e-08
4.675329e+01	1.887552e-06	1.278371e-08
4.686185e+01	1.872382e-06	2.928907e-09
4.696968e+01	1.865963e-06	4.373434e-08
4.707795e+01	1.872766e-06	3.520607e-09
4.719128e+01	1.872390e-06	8.453389e-09
4.729933e+01	1.862911e-06	1.869045e-08
4.743234e+01	1.885656e-06	1.164722e-08
4.753932e+01	1.858730e-06	6.926320e-09
4.764752e+01	1.846973e-06	1.412706e-08
4.775648e+01	1.865945e-06	1.717565e-08
4.786348e+01	1.863286e-06	1.224144e-08
4.797156e+01	1.887568e-06	1.073958e-08
4.807920e+01	1.865562e-06	9.966255e-09
4.818905e+01	1.868219e-06	1.338247e-08
4.829902e+01	1.872008e-06	5.796797e-09
4.840757e+01	1.847724e-06	1.986562e-09
4.851794e+01	1.837113e-06	2.170870e-08
4.862759e+01	1.839767e-06	1.905471e-08
4.873446e+01	1.855313e-06	3.509009e-09
4.884271e+01	1.850381e-06	4.644078e-09
4.895077e+01	1.845085e-06	2.892313e-08
4.905800e+01	1.847728e-06	8.816646e-09
4.916622e+01	1.854168e-06	5.976406e-09
4.927445e+01	1.846577e-06	1.053484e-08
4.938217e+01	1.851521e-06	7.300586e-09
4.948984e+01	1.852662e-06	1.071638e-08
4.959593e+01	1.868216e-06	8.070970e-09
4.970766e+01	1.846190e-06	2.305573e-08
4.981585e+01	1.859483e-06	6.613733e-10
4.992516e+01	1.859872e-06	1.261822e-08
5.003460e+01	1.878082e-06	8.836228e-09
5.014444e+01	1.846203e-06	2.567247e-09
5.025159e+01	1.870109e-06	1.622381e-09
5.035897e+01	1.875783e-06	2.379477e-08
5.046737e+01	1.862906e-06	1.034414e-08
5.057742e+01	1.836340e-06	1.220296e-09
5.068461e+01	1.870485e-06	3.309813e-09
5.079583e+01	1.835576e-06	7.127107e-09
5.090437e+01	1.882644e-06	2.325695e-08
5.101284e+01	1.857577e-06	1.470068e-08
5.112079e+01	1.832553e-06	1.032397e-08
5.123045e+01	1.851123e-06	2.039612e-08
5.133719e+01	1.856448e-06	1.422681e-09
5.144552e+01	1.871248e-06	3.520187e-09
5.155591e+01	1.830268e-06	1.819134e-09
5.166565e+01	1.862523e-06	6.170139e-09
5.177319e+01	1.854930e-06	1.423101e-09
5.188140e+01	1.845065e-06	2.188358e-09
5.199030e+01	1.841269e-06	4.467574e-09
5.209844e+01	1.865183e-06	1.110376e-08
5.220579e+01	1.848486e-06	7.299158e-09
5.231401e+01	1.853783e-06	1.470320e-08
5.242446e+01	1.841658e-06	9.570725e-09
5.253320e+01	1.857962e-06	6.733175e-09
5.264081e+01	1.858725e-06	9.682452e-11
5.274869e+01	1.865176e-06	1.239458e-09
5.285726e+01	1.854545e-06	1.090919e-08
5.296707e+01	1.883753e-06	2.037443e-08
5.307613e+01	1.871253e-06	9.590392e-09
5.318339e+01	1.840129e-06	7.124082e-09
5.329182e+01	1.860620e-06	3.316368e-09
5.339965e+01	1.870477e-06	1.545140e-08
5.350788e+01	1.849243e-06	4.264265e-09
5.361628e+01	1.844691e-06	6.537346e-09
5.372421e+01	1.850764e-06	8.818075e-09
5.383256e+01	1.823826e-06	1.069722e-08
5.394109e+01	1.858738e-06	1.982661e-08
5.404908e+01	1.823462e-06	3.384121e-08
5.415690e+01	1.852636e-06	2.874201e-08
5.426438e+01	1.851900e-06	6.921781e-09
5.437267e+01	1.834079e-06	2.322467e-08
5.447995e+01	1.873142e-06	6.522965e-10
5.458820e+01	1.856835e-06	1.034010e-08
5.469756e+01	1.857970e-06	5.408412e-09
5.480566e+01	1.852289e-06	1.944268e-08
5.491514e+01	1.867842e-06	1.679726e-08
5.502422e+01	1.844699e-06	1.867893e-08
5.513082e+01	1.856447e-06	2.180794e-09
5.523918e+01	1.858728e-06	3.890923e-09
5.534725e+01	1.864423e-06	8.827151e-09
5.545549e+01	1.849254e-06	2.019936e-08
5.556476e+01	1.874661e-06	1.074142e-10
5.567698e+01	1.846964e-06	1.227356e-09
5.578631e+01	1.837102e-06	5.014899e-09
5.589354e+01	1.863649e-06	1.317924e-08
5.600121e+01	1.868591e-06	2.380075e-09
5.610959e+01	1.864801e-06	7.689056e-09
5.621727e+01	1.861023e-06	3.196853e-08
5.632962e+01	1.857582e-06	7.112484e-09
