Averaged TEY data for P950-InO2
Time(s)	MeanTEY	Std
4.692631e+01	1.842490e-06	8.852993e-09
4.703545e+01	1.835260e-06	3.129545e-08
4.714336e+01	1.824616e-06	1.054384e-08
4.725210e+01	1.817767e-06	5.433047e-09
4.735971e+01	1.861131e-06	5.984443e-09
4.746940e+01	1.825373e-06	1.532108e-08
4.757780e+01	1.833361e-06	1.265802e-08
4.768722e+01	1.828038e-06	1.795217e-09
4.779659e+01	1.843251e-06	1.265654e-08
4.790302e+01	1.823471e-06	1.265951e-08
4.800964e+01	1.845914e-06	8.645503e-10
4.812092e+01	1.820429e-06	1.189876e-08
4.822972e+01	1.838305e-06	1.608034e-08
4.833720e+01	1.823474e-06	4.837582e-09
4.844499e+01	1.839449e-06	2.558132e-09
4.855508e+01	1.815101e-06	2.711480e-08
4.866435e+01	1.839829e-06	1.048477e-10
4.877203e+01	1.831458e-06	1.836380e-08
4.888009e+01	1.849340e-06	1.168817e-08
4.898950e+01	1.837168e-06	7.122068e-09
4.909843e+01	1.820053e-06	1.891110e-08
4.920725e+01	1.815105e-06	1.249180e-09
4.931606e+01	1.835646e-06	4.839406e-09
4.942653e+01	1.850483e-06	2.119809e-08
4.953477e+01	1.849338e-06	1.798409e-09
4.964394e+01	1.841731e-06	2.760398e-10
4.975325e+01	1.837926e-06	5.049423e-09
4.986219e+01	1.845913e-06	1.075372e-08
4.996976e+01	1.829942e-06	1.663014e-08
5.007753e+01	1.843633e-06	1.042776e-10
5.018657e+01	1.823091e-06	1.532201e-08
5.029383e+01	1.823854e-06	3.697012e-09
5.040205e+01	1.820050e-06	8.684268e-10
5.051125e+01	1.843255e-06	1.320908e-08
5.062120e+01	1.833741e-06	1.151675e-08
5.073044e+01	1.826897e-06	6.544188e-10
5.084002e+01	1.820812e-06	8.260834e-09
5.094772e+01	1.839071e-06	1.511028e-08
5.105640e+01	1.850477e-06	1.836095e-08
5.116665e+01	1.820811e-06	1.076981e-10
5.127555e+01	1.861510e-06	3.524659e-09
5.138347e+01	1.846674e-06	1.379666e-08
5.149259e+01	1.831081e-06	3.317492e-09
5.160175e+01	1.825377e-06	9.782747e-09
5.170901e+01	1.829556e-06	1.950472e-08
5.181890e+01	1.825378e-06	2.043312e-08
5.192969e+01	1.835263e-06	9.994703e-09
5.204006e+01	1.822332e-06	1.628700e-09
5.214735e+01	1.817387e-06	3.315440e-09
5.225463e+01	1.804454e-06	4.293825e-09
5.236202e+01	1.829560e-06	8.642157e-09
5.246978e+01	1.800271e-06	1.411043e-09
5.257708e+01	1.823089e-06	1.988629e-08
5.268388e+01	1.817770e-06	1.510709e-08
5.279266e+01	1.858087e-06	3.702142e-09
5.290242e+01	1.826517e-06	4.838628e-09
5.301187e+01	1.833743e-06	6.554449e-10
5.311877e+01	1.838309e-06	8.263456e-09
5.322784e+01	1.841349e-06	9.233176e-09
5.333803e+01	1.851622e-06	1.168851e-08
5.344780e+01	1.848197e-06	1.030034e-10
5.355807e+01	1.855802e-06	1.607772e-08
5.366861e+01	1.872540e-06	3.903608e-09
5.377761e+01	1.821951e-06	4.291203e-09
5.388535e+01	1.834121e-06	1.874342e-08
5.399413e+01	1.839068e-06	1.043716e-10
5.410110e+01	1.837167e-06	4.839634e-09
5.420947e+01	1.841351e-06	2.938429e-09
5.432175e+01	1.838309e-06	7.502251e-09
5.443799e+01	1.836025e-06	1.054178e-10
5.454720e+01	1.833364e-06	1.016396e-08
5.465496e+01	1.810158e-06	1.456333e-08
5.476306e+01	1.829178e-06	3.149493e-09
5.487002e+01	1.822712e-06	2.769269e-09
5.497691e+01	1.808642e-06	1.814818e-08
5.509257e+01	1.846676e-06	1.417998e-09
5.520017e+01	1.818149e-06	6.358013e-09
5.530875e+01	1.807496e-06	8.857648e-09
5.541561e+01	1.844774e-06	2.005348e-09
5.552492e+01	1.853522e-06	1.624025e-09
5.563126e+01	1.829181e-06	1.586882e-08
5.574125e+01	1.831077e-06	2.102572e-08
5.584828e+01	1.865697e-06	1.739671e-08
5.595744e+01	1.836405e-06	8.853315e-09
5.606831e+01	1.848198e-06	1.054678e-08
5.617500e+01	1.848195e-06	1.531825e-08
5.628144e+01	1.838307e-06	5.429969e-09
5.639178e+01	1.836404e-06	8.092700e-09
5.650209e+01	1.831080e-06	4.289835e-09
5.661004e+01	1.815865e-06	5.813345e-09
5.671923e+01	1.865695e-06	3.703283e-09
5.682802e+01	1.833361e-06	9.614386e-09
5.693626e+01	1.855425e-06	6.364190e-09
5.704578e+01	1.826519e-06	1.853087e-08
5.715224e+01	1.848960e-06	1.054690e-08
5.726223e+01	1.812446e-06	2.043118e-08
5.736982e+01	1.831464e-06	2.043404e-08
5.747750e+01	1.848575e-06	1.950187e-08
5.758588e+01	1.845535e-06	5.601503e-09
5.769661e+01	1.850097e-06	1.265552e-08
5.780590e+01	1.861511e-06	8.646946e-09
5.791490e+01	1.850862e-06	1.473145e-08
5.802685e+01	1.832982e-06	1.052838e-10
5.813712e+01	1.857707e-06	8.646376e-09
5.824582e+01	1.821192e-06	8.640903e-09
5.835726e+01	1.846298e-06	1.777381e-08
5.846604e+01	1.841729e-06	1.113495e-08
5.857405e+01	1.853526e-06	2.348039e-08
5.868225e+01	1.839832e-06	2.119590e-08
5.879009e+01	1.843254e-06	1.396969e-08
5.889914e+01	1.832985e-06	1.967306e-08
5.900962e+01	1.821188e-06	2.254902e-08
5.911785e+01	1.838307e-06	3.908739e-09
5.922510e+01	1.829941e-06	9.022817e-09
5.933336e+01	1.832603e-06	6.360769e-09
5.944398e+01	1.837169e-06	1.396819e-08
5.955608e+01	1.823092e-06	6.192864e-09
5.966448e+01	1.846676e-06	5.221662e-09
5.977451e+01	1.853149e-06	4.516110e-08
5.988461e+01	1.844012e-06	5.809716e-09
5.999338e+01	4.816500e-04	4.798420e-04
6.010306e+01	1.060529e-03	1.220953e-04
6.021192e+01	1.134905e-03	2.500448e-05
6.032195e+01	1.063503e-03	2.331456e-05
6.043283e+01	9.991386e-04	1.709838e-05
6.054295e+01	9.470336e-04	1.240861e-05
6.065286e+01	9.050132e-04	8.597204e-06
6.076130e+01	8.711428e-04	5.035180e-06
6.087218e+01	8.446258e-04	3.289151e-06
6.098100e+01	8.227466e-04	1.750371e-06
6.109212e+01	8.048639e-04	2.487573e-07
6.120211e+01	7.904439e-04	3.276560e-07
6.131236e+01	7.784255e-04	9.440238e-07
6.142069e+01	7.681724e-04	1.224664e-06
6.152882e+01	7.595089e-04	1.548559e-06
6.164011e+01	7.521043e-04	1.816408e-06
6.175539e+01	7.457054e-04	2.262377e-06
6.186506e+01	7.403153e-04	2.386666e-06
6.197498e+01	7.356201e-04	2.367729e-06
6.208488e+01	7.315707e-04	2.577840e-06
6.219502e+01	7.280645e-04	2.473873e-06
6.230351e+01	7.248967e-04	2.549460e-06
6.241516e+01	7.222224e-04	2.453584e-06
6.252464e+01	7.197128e-04	2.654780e-06
